10/17/01 	17/10/2001 
greedy 	rapacious 
debby 	debi 
add .40 	add .45 
mbs 	roma 
theses 	thesis 
al-ein 	eye 
alternations 	replacements 
incidence 	occurrence 
konare 	toure 
coating 	pavement 
charcoal 	coal-fired 
emballages 	packaging 
2000/31 	54/31 
215 	215th 
casual 	temporary 
crib 	crèche 
soybean 	soyoil 
dashed 	disappointed 
viii 	vill 
preaching 	proselytism 
1335 	1355 
belinga-eboutou 	tafrov 
lmd 	mdl 
african 	africana 
flashes 	intermittent 
merchandisers 	merchants 
cinematographic 	filmmaking 
internalization 	internationalization 
rerecord 	rewrite 
depredations 	ravages 
514 	514 - 
bai 	pak 
host 	receiver 
pdl 	pms 
inhabitable 	liveable 
leak 	leakproofness 
alimentos 	food 
nm 	nms 
hindrances 	impediments 
dust 	mah 
disallowed 	refused 
workplace 	worksite 
costa 	rica 
investigated 	researched 
attach 	fasten 
advisor 	advisory 
circuits 	tours 
blow 	slap 
jeez 	jesus 
div 	int 
burdens 	loadings 
attests 	certify 
denser 	thicker 
rds 	sdr 
appellation 	name 
fleeting 	fugitive 
saskatchewan 	sk 
meeting 	reunion 
point-in-time 	punctual 
abm 	gpa 
fuzhou 	wuhan 
decisive 	determinant 
citizen 	nationality 
drowned 	sunk 
confirms 	reaffirms 
6.800 	6800 
bsr 	sros 
samurai 	swordsman 
suspected 	suspicion 
mission 	unmik 
parked 	parking 
7.8 	78 
capc 	lcdr 
lowland 	plain 
chilling 	frightening 
killers 	shooters 
motifs 	reasons 
force 	place 
deficits 	shortages 
substance 	substantive 
- mom 	mom 
declare 	testify 
0.24 	42.0 
2000/15 	2001/15 
contractile 	contractility 
mote 	speck 
unilateral 	unilateralism 
act 	note 
adds 	appends 
8,500 	8.5 
airside 	runway 
fertiliser 	manure 
model 	modèle 
	ê 
rephrased 	reworded 
0.53 	35.0 
live 	vivre 
oper 	opera 
retire 	retired 
operators 	opérateurs 
forecasting 	prognosis 
subsequent 	successive 
confirms 	emphasizes 
cca 	csfs 
sensitive 	sensitivity 
time-table 	timetable 
addressed 	approached 
312 	312th 
abu 	pabbo 
jockey 	racing 
officials 	responsible 
allusions 	insinuations 
farming 	husbandry 
cleaning 	washing 
shudder 	twitch 
597 	963 
bottom 	substance 
differential 	gap 
saleh 	suad 
glance 	sight 
bit 	digg 
eat 	eatingthe 
perceivable 	perceptible 
endless 	unlimited 
re-engineering 	redesign 
bfa 	boao 
challenger 	contender 
convict 	prisoner 
heterogeneity 	inhomogeneity 
independence 	lndependence 
coc 	soa 
ya ` qub 	yaakov 
folks 	guys 
diminished 	fallen 
adjunctive 	off-farm 
middle - 	middle-income 
in-valid 	invalid 
cardiology 	heart 
al-khalek 	creator 
involve 	involving 
legend 	legendary 
certainly 	sure 
flaxseed 	linen 
gornji 	vakuf 
access 	entry 
flying 	stealing 
battalion 	ying 
expedience 	expediency 
reconstitution 	revival 
toussaint 	tucson 
hollows 	troughs 
falsify 	forge 
brant 	geese 
exchange 	trading 
strictness 	stringency 
mme 	mrs 
2001/37 	2002/37 
covers 	tapas 
hadji 	hagi 
daddies 	popes 
guidelines 	norms 
spiritual 	spirituality 
etf 	ftas 
chicks 	girls 
width 	widths 
accept 	tolerate 
adhere 	conform 
goodnight 	nighty-night 
scrutiny 	supervision 
across-the-board 	broad-brush 
bassin 	pool 
executions 	runs 
deceiving 	misleading 
deficient 	poor 
clarifies 	clarify 
hombres 	men 
capita 	person 
heinous 	vile 
ccia 	cla 
killings 	murder 
qalqilyah 	qalqylia 
compendium 	series 
fpa 	vpa 
chips 	woodchips 
comprised 	formed 
conducted 	effected 
ase 	cso 
13.4 	34.0 
scale-out 	scale-up 
cept 	cpt 
contents 	índice 
acf 	cda 
acts 	facts 
renown 	reputation 
cailed 	called 
convención 	convention 
debate 	discussions 
miloslav 	patrizia 
temps 	time 
allows 	authorises 
config 	settings 
al-hendi 	indian 
hq 	ui 
quebec 	quebecers 
bu 	drink 
nee 	née 
eiland 	island 
runt 	whelp 
bingo 	booyah 
high-profile 	prominent 
base 	qaeda 
asylum 	haven 
evidentiary 	probationary 
cam 	mdc 
colleagues 	peers 
passagers 	passengers 
bullpen 	pitcher 
emblem 	insignia 
footnote 	υποσημείωση 
accession 	join 
11,200 	11.2 
inadequacy 	shortfall 
sleek 	stylized 
mers 	seas 
rescued 	save 
1,710 	17.1 
2000/228 	2001/228 
around 	autor 
assay 	quantitation 
business 	undertakings 
mcdowell 	mcneil 
boatloads 	shitloads 
ignored 	omitted 
cumbersome 	tedious 
bel 	belhadj 
2803 	2894 
computation 	compute 
counteracts 	neutralizes 
backspace 	rollback 
chengdu 	nanning 
fastening 	fixation 
stinker 	wanker 
16 	4:30 
close 	latch 
dispel 	dispelling 
fort 	fortress 
prevención 	prevention 
current 	underway 
eprs 	fies 
pbts 	tpb 
deeply 	extremely 
53.2 	532 
inter-tajik 	tajik 
shade 	sombra 
replicates 	sub-samples 
cripple 	infirm 
die-cast 	fuse 
former 	formerly 
macapagal - 	macapagal-arroyo 
ministerie 	ministry 
crux 	nub 
reader 	readership 
1.69 	169 
non-judicial 	non-legal 
unjustifiable 	unreasonable 
déchets 	wastes 
1154 	1541 
gail 	spud 
accomplis 	consummation 
ground-water 	groundwater 
clan 	takemikazuchi 
killings 	slayings 
up-to-date 	update 
816 	824 
` académie 	académie 
gda 	gdańsk 
disappointments 	frustrations 
h1n1 	influenza 
metallurgical 	smelting 
mesic 	mesić 
cooperation 	partnership 
radiation 	radiative 
ole 	olé 
kinky 	rascal 
broad-based 	wide 
quebec 	quebecois 
ancients 	elders 
afganistan 	afghanistan 
arrival 	arrives 
brethren 	frères 
ailments 	discomforts 
sis 	sister 
bii 	lpns 
inas 	inés 
items 	marks 
endocrine 	neuroendocrine 
extinguishment 	termination 
prevent 	prevented 
give 	make 
1582 	2349 
- richard 	richard 
allemande 	german 
confident 	satisfied 
appear 	appears 
four 	quattro 
insensitive 	uncaring 
bonnet 	tweedledee 
elders 	former 
escb 	eurosystem 
disturbingly 	worryingly 
- roy 	roy 
increasing 	raising 
define 	establish 
depth 	thorough 
jean-marie 	jean-maurice 
vice-chairmen 	vice-president 
pickle 	pumpkin 
garantie 	guarantee 
guinea 	guinea-conakry 
w.j. 	wj 
drunk 	inebriated 
beitunia 	petunia 
delinquents 	offender 
events 	juvenile 
guardianship 	wardship 
ferreira 	ferriera 
intervene 	intervention 
empire 	rijk 
reformative 	reformists 
canteens 	messes 
ill-treatment 	ill-treatments 
biota 	biotic 
gewalt 	violence 
modi 	moodie 
apex 	meristem 
breast-feeding 	breastmilk 
alhaj 	hajji 
flows 	stream 
chastise 	punish 
bas 	scb 
radio 	rádio 
overruled 	rejected 
abizaid 	abu-zeid 
multilayered 	stratified 
recycle 	recycled 
bandit 	highwaymen 
re-nationalization 	renationalization 
advanced 	progressed 
non-academic 	non-formal 
paramount 	utmost 
nhdrs 	nhris 
tsf 	tvwf 
tremor 	twitch 
fairly 	pretty 
union 	unión 
continued 	remained 
` far 	jafar 
tremendous 	vast 
control 	contrôle 
lines 	routes 
appliance 	equipment 
professionally 	vocationally 
directive 	richtlinie 
asia 	asie 
gender-role 	sexist 
brands 	marcas 
channel 	flume 
chemjobs 	jobs 
attacked 	attacking 
crp 	crp .13 
dam 	dwa 
christmas 	santa 
dry 	gan 
replayed 	reproduced 
c. 2/2008 	c. 2/2009 
porch 	terrace 
fad 	sdf 
base 	reference 
- billy 	billy 
classifiable 	classified 
answer 	responding 
flawed 	wrong 
c.p. 	p.o. 
grievances 	objections 
pear 	sucker 
adolescence 	teenage 
cdsa 	lcds 
collide 	crash 
fac 	ico 
' a 	shabaa 
pri 	vrp 
straps 	suspenders 
across 	via 
pea 	peas 
henslow 	sparrow 
providing 	supplying 
2.33 	233 
fantastic 	marvellous 
stand-alone 	standalone 
uninhabited 	unoccupied 
ishmael 	ismail 
jets 	nozzles 
affirm 	reaffirm 
cfp 	slc 
conversion 	processing 
crisis 	turmoil 
famous 	known 
non-industrial 	small-scale 
addison 	edison 
99 	99.0 
renderings 	simulations 
arc 	arch 
june 	junio 
hypocritical 	sanctimonious 
defending 	defends 
kashmir 	kashmiris 
thinking 	thoughts 
naughty 	rascal 
thereby 	therefore 
acknowledgements 	remerciements 
cari 	carl 
capture 	live-capture 
lb . 	lbs . 
rigor 	severity 
generic 	non-franchised 
af 	hf 
children 	infants 
12/11/2005 	17/12/2005 
equip 	munir 
le 	pounds 
dipped 	fell 
dozen 	ten 
budget 	estimates 
chemin 	heron 
recueil 	series 
indolence 	inertia 
blackbirds 	epaulettes 
buildings 	immeubles 
prion 	prions 
cee 	unece 
consignments 	mailings 
1,789 	1789 
mora 	mura 
pool 	reserve 
destabilisation 	instability 
hobo 	vagrant 
ratified 	ratifying 
mine 	mine-clearing 
not-for-profit 	notfor-profit 
subjacent 	underlying 
agents 	officer 
ecuador 	ecuadoran 
veronica 	veronika 
awt 	retention 
ids 	sdi 
payers 	payors 
determination 	firmness 
17.30 	17.30 h 
concrete 	definite 
unbridled 	unchecked 
argued 	pled 
4-week 	four-week 
footnote 	notes 
konig 	könig 
scientific 	scientifiques 
destitution 	squalor 
false 	fraudulent 
feliz 	happy 
fmc 	hsf 
treaty 	συνθήκης 
universitaire 	university-based 
wad 	wade 
ongoing 	persistent 
imf 	mds 
enhancement 	strengthen 
gipsy 	gypsies 
jumblat 	junbulat 
felt 	sensed 
reappears 	resurfaces 
complex 	plex 
account 	counts 
aleksandar 	alexander 
bull 	taurus 
excavation 	exhumation 
- jump 	- move 
getting 	obtain 
lr 	ra 
rpt 	rtp 
arrival 	arriving 
layering 	superposition 
posting 	signage 
attempts 	endeavors 
cheered 	shouted 
a-e 	ae 
mardi 	tuesday 
bcd 	dco 
grog 	rum 
expanded 	increased 
boroughs 	districts 
line 	lineage 
refute 	refutes 
consulting 	counsellors 
cpr 	resuscitation 
adapted 	adapting 
fsp 	ogp 
holiday 	vacances 
homeowners 	landowners 
cornerstone 	pillar 
1977 	7791 
ftu 	pfu 
feuds 	fiefs 
life 	lifespan 
bjoern 	bjørn 
eta 	pahs 
revocation 	revoke 
ibp 	rpp 
blender 	divider 
namely 	specifically 
branch 	succursale 
0,6 	0.60 
multifunctional 	multipurpose 
coroner 	mohaqiq 
pkk 	ppk 
every 	per 
2/12/2005 	5/12/2005 
mainly 	major 
hash 	hashish 
55/228 	56/228 
considerable 	tremendous 
hamer 	hammer 
maa 	wada 
myanma 	myanmar 
feed 	feedstuff 
sightseeing 	tourist 
bombastic 	high-flown 
brilliant 	glittering 
n.w.t. 	nt 
brokers 	mediators 
determined 	fixed 
interconnected 	linked 
indexes 	indicators 
hunt 	hunted 
pivottable 	pivottables 
crèches 	kindergartens 
al-qudsi 	al-sharif 
2001/222 	54/222 
disposable 	single-use 
macro-level 	macroscopic 
cetp 	pcp 
readjustment 	redistribution 
referred 	refers 
revives 	yehia 
discrepancies 	gaps 
allô 	hello 
pigeonholes 	traps 
tram 	tramcar 
ers 	sia 
shaman 	sorcerer 
full-year 	year-round 
domestic 	in-house 
andjaba 	krokhmal 
fraph 	ruf 
mine 	pit 
affairs 	asuntos 
mehmet 	muhammad 
` il 	going 
time-frame 	timeframe 
portion 	share 
before 	first 
bailers 	belarus 
eaec 	euratom 
sensibilities 	susceptibilities 
juvie 	reformatory 
points 	remarks 
cross-reference 	referral 
54/10 	55/10 
quashed 	rescinded 
1,120 	11.2 
cross-departmental 	inter-departmental 
cic 	oic 
inter-linkages 	interlinkages 
author 	offender 
al-aqsa 	al-qudsi 
non - 	non-hong 
competency 	proficiency 
needlessly 	unduly 
149-150 	159 
biracial 	métis 
longer-range 	longer-term 
1,128 	1128 
hourly 	hours 
defending 	upholding 
implies 	suggests 
lisa 	smooth 
flag 	science 
blooming 	flowering 
bummed 	depressed 
promise 	undertaking 
asking 	request 
realizes 	understands 
congratulate 	welcome 
naphthalene 	sulfonate 
dramatically 	markedly 
euro 	eurozone 
get 	take 
trans-canada 	transcanada 
queen 	reigns 
appropriateness 	pertinence 
burn 	combustion 
coarse 	crass 
findlay 	finlay 
maintaining 	sustain 
monster 	monstrosity 
52/12 	52/241 
sub-contracting 	subcontract 
avocados 	counsel 
competent 	jurisdiction 
non-intentional 	unintended 
shrinkage 	withdrawal 
cease 	quit 
ab 	lrb 
-3.5 	3.5 
gmo 	omg 
downpour 	rainfall 
guideline 	orientation 
3,150 	31.5 
janice 	janis 
assumed 	hypothetical 
automate 	automated 
suppress 	suppression 
aerodrome 	airstrip 
abhorrent 	horrendous 
capital 	immobilization 
dismissed 	sacked 
convictions 	sentencing 
criticized 	criticizes 
mcrae 	wako 
2300 	23:00 
disorders 	unrest 
jos 	josu 
audited 	tested 
20/29 	2001/29 
lot 	much 
guide 	guidelines 
areas 	districts 
marched 	walked 
eaj 	reb 
koka 	kuka 
polyvalente 	versatile 
walters 	watters 
fishponds 	ponds 
recordation 	registration 
markets 	procurement 
displacement 	relocation 
caregivers 	helpers 
diseases 	disorders 
log 	logbook 
ruin 	ruination 
10,500 	10,500.00 
1999/11/28 	2001/05/03 
gradual 	stepwise 
non-appearance 	unavailability 
scripture 	writes 
etf 	fsf 
fund 	substantive 
pull-out 	withdrawal 
amendments 	modification 
underspending 	underuse 
corporal 	corporals 
particularly 	very 
conflicting 	opposing 
romuald 	st-romuald 
employed 	employment 
deplorable 	sad 
analysts 	commentators 
bodyguards 	minders 
18/11/2005 	3/12/2005 
in-transit 	intransit 
patchy 	sparse 
cdo 	gda 
- ahh 	breathe 
eu-ukraine 	union-ukraine 
floras 	flowers 
homebuyers 	purchasers 
grenade 	grenades 
iaf 	isp 
hacker 	intruder 
` allemagne 	germany 
athlete 	sportsman 
distinguish 	distinguishes 
delimit 	demarcate 
recalling 	reminding 
premium 	raw 
bastards 	fucks 
crda 	registry 
georgios 	georgiou 
industrial 	industriale 
0-2 	2-0 
cappagli 	lavrov 
discriminate 	discriminates 
dominates 	prevails 
` influence 	influence 
magp 	magps 
dormer 	skylight 
energetic 	strong 
agricole 	farm 
nas 	rna 
moe 	moee 
csa 	pad 
integrate 	mainstreaming 
rehabilitate 	restore 
hair 	hairstyle 
deposited 	filing 
` egypte 	egypt 
cts 	rtc 
prizewinners 	winners 
pushers 	tugs 
cbg 	cfl 
latvia 	latvijas 
bug 	squealer 
redeployed 	remapped 
014 	079 
early 	prompt 
hkmc 	mortgage 
papandreou 	papapetrou 
episodes 	events 
interpreting 	interpretive 
unauthorised 	unsanctioned 
terminating 	termination 
reserves 	reservists 
gown 	nightgown 
altiplano 	plateau 
defected 	seceded 
strange 	unusual 
accession 	assumption 
chase 	hunt 
deactivation 	neutralization 
mate 	maté 
crush 	screwover 
29.00 	30,00 
` entrée 	entry 
gangways 	walkways 
philosophies 	stances 
encouraging 	fostering 
heron 	herons 
nation 	national 
variability 	variable 
half-hearted 	half-heartedly 
caen 	osasuna 
catostomidae 	sucker 
ghareb 	strange 
map 	mapa 
cornerstone 	lynchpin 
trappings 	traps 
colorful 	scenic 
bell 	tink 
dad 	dada 
satellite 	weixing 
unlatch 	unlock 
customer 	subscriber 
immigrate 	migrate 
honest 	truthful 
ke 	ko 
misdemeanors 	misdemeanors 
town 	township 
doctor 	médecin 
forwarder 	forwarding 
breed 	spawn 
so-called 	supposed 
jibal 	mountains 
morin 	morán 
conducts 	undertakes 
calculate 	estimate 
deleting 	removing 
biodiversity 	diversity 
measurements 	steps 
vice-chairwoman 	vice-president 
11.45 	2345 
bee 	bees 
sculptures 	statues 
` intolérance 	intolerance 
> 	≥ 
6,600 	6.6 
cross-sectoral 	inter-sectorial 
naivety 	naïve 
cfn 	pnc 
addressed 	resolved 
incoming 	inward 
ard 	dra 
gaps 	inadequacies 
astutely 	cleverly 
dr. 	drs. 
esr 	rag 
bachelors 	singles 
attainable 	realizable 
cfe 	ctf 
50/132 	56/132 
unaffected 	unallocated 
dnr 	ind 
rpr 	rrp 
dom 	verdict 
redside 	shiner 
aefrs 	efrs 
foreheads 	fronts 
rotates 	spins 
chou 	weeks 
- fuck 	- shit 
introduced 	launched 
ix 	ixth 
unvs 	volunteers 
complainant 	perpetrator 
calling 	vocation 
drop-down 	scrolling 
heavy 	serious 
bes 	hib 
rejuvenate 	revitalize 
kw 	kwh 
planning 	programming 
guang 	kuang 
rapports 	reports 
silencers 	silent 
barbershop 	salon 
rewriting 	write-back 
drank 	drink 
follow-up 	monitor 
2003b 	2003d 
hosseinian 	husseini 
consultation 	counselling 
clear 	erase 
accompli 	accomplis 
libel 	vilification 
25.3 	3.25 
modernize 	upgrading 
steps 	strides 
ateya 	attiyah 
marketplace 	markets 
angling 	sportfishing 
discussant 	presenter 
pre-emption 	preemption 
gwp 	pag 
second 	seconds 
saddles 	stools 
ascension 	climb 
game-changing 	innovative 
eli 	elly 
frighten 	spook 
- jeff 	jeff 
mattei 	mattie 
blow 	breath 
declaration 	statements 
79 	97 
broads 	pussies 
reduced 	shortened 
conditioned 	conditioning 
insurgent 	insurgents 
remediation 	sewerage 
expressed 	said 
defined 	established 
convergence 	convergencia 
chongqing 	haikou 
petro 	petru 
overlap 	overlays 
visitations 	visits 
combined 	kombinované 
iconic 	symbolic 
smog 	smog-causing 
unachievable 	unfeasible 
estatuto 	statute 
j.-f . 	j.f. 
leak-proof 	waterproof 
connor 	conor 
assessment 	évaluation 
ads 	advertisement 
kibera 	slum 
nitrous 	tetroxide 
pee 	urinate 
non-treaty 	unconventional 
atc 	tca 
collate 	collect 
psychosis 	psychotic 
intake 	intakes 
nga 	nse 
profanity 	rudeness 
invested 	investment 
curative 	healing 
establishes 	provides 
65 	l. 65 
cat 	kat 
susie 	suzy 
forces 	powers 
sticks 	twigs 
stern 	transom 
value-added 	valued-added 
athletes 	athletic 
alimentaires 	food 
allegedly 	apparently 
properly 	well 
lessens 	reduces 
10.35 	35/10 
decliners 	gainers 
haut 	top 
jag 	jaguar 
messenger 	rasoul 
hive 	swarm 
braked 	hampered 
dematerialized 	non-physical 
inconsistent 	non-uniform 
well-known 	wellknown 
rev. 4 	rev. 5 
divorce 	divorcing 
fluid 	goo 
henceforth 	now 
ict 	ict4d 
07 	07:07 
similar 	such 
accessory 	accomplice 
density 	intensity 
able-bodied 	job-ready 
perverse 	warped 
b4 	s4 
shops 	tents 
dietary 	eating 
intermittently 	sporadically 
chaney 	cheney 
imperils 	jeopardises 
19.5 	5,19 
juridictions 	jurisdictions 
atrs 	rtas 
hair 	mao 
armor 	armure 
bridges 	jumper 
dais 	iad 
care 	healthcare 
diffusion 	spread 
56/736 	59/736 
characters 	chars 
francophones 	frenchspeaking 
raza 	reda 
31kb 	33kb 
hosting 	reception 
emitido 	issued 
islamist 	muslim 
rest 	stays 
shock 	trauma 
promptly 	timely 
consultations 	consulting 
dgt 	tmd 
kudos 	laurels 
bugle 	clarion 
cheuk 	chuo 
procurador 	solicitor 
abhorrent 	appalling 
deep-seated 	entrenched 
outermost 	remote 
normalize 	standardizing 
childbirth 	maternity 
core 	crux 
incursion 	penetration 
48.9 	60.1 
cips 	psic 
waved 	wavy 
pathways 	tracks 
flagpole 	pole 
engendered 	generated 
abdulsattar 	sattar 
arzneimittel 	medicines 
sap 	saps 
case 	species 
fdi 	ide 
ims 	ism 
rector 	vice-chancellor 
comfortable 	uncomfortable 
defence-related 	defense-related 
anr 	nras 
libro 	paper 
durum 	hard 
comparison 	intercomparison 
ecb 	oec 
regulated 	regulatory 
sila 	sylla 
esa 	stps 
father 	pere 
adjective 	word 
storyteller 	teller 
m3 	³ 
abruptly 	steeply 
ceased 	discontinued 
enquired 	wondered 
blower 	ventilator 
256 	256mb 
messages 	signals 
reallocations 	redeployments 
closure 	decommissioning 
correctness 	corrigendum 
tunnel 	tunnelling 
geest 	spirit 
giving 	granting 
qa 	quality-control 
compensation 	offsets 
gerry 	jiri 
replaced 	superceded 
aristocracy 	nobility 
commotion 	shock 
determines 	establishes 
1882.06.20 	© 
depositary 	filing 
mela 	melo 
cercas 	fences 
churns 	drums 
sub-committees 	sub-subsectors 
detachable 	separable 
individual 	specific 
ccv 	cvc 
display 	exhibition 
mitigate 	mitigated 
jeopardised 	jeopardized 
frauen 	women 
chunk 	snippet 
multi-tier 	multilevel 
re-exported 	re-exports 
eduard 	édouard 
2x 	double 
convincing 	credible 
beanies 	bob 
communications 	transmissions 
debruised 	shattered 
113 	113th 
specialist 	specializing 
explain 	explanation 
- mom 	- mommy 
conducts 	organizes 
forecast 	predictive 
basso 	paso 
purposely 	wilfully 
17:30 	18:30 
drought 	drought-related 
close-out 	closing 
cre 	rec-cee 
fni 	inp 
convoked 	summoned 
53/221 	54/221 
repellent 	repugnant 
box 	p.c. 
kitchen 	kitchens 
amplifiers 	microphones 
recycle 	retraining 
power - 	power-sharing 
transmission 	transmittance 
compatible 	incompatible 
higher 	supérieur 
kiel 	kil 
seyed 	seyyed 
practice 	practicing 
persistently 	stubbornly 
asociaciones 	associations 
gorgeous 	wonderful 
abc 	cpa 
emigrants 	migrant 
june 	juni 
half 	half-year 
deep-rooted 	deeply-rooted 
long 	time-consuming 
chose 	elected 
plants 	vegetation 
aid 	pomocy 
nightgown 	robe 
overrun 	overtaking 
high-flown 	overblown 
a0 	ao 
submenu 	submenus 
ccb 	ccr 
flare 	flashlight 
situation 	state 
2961 	2975 
feasible 	realizable 
candid 	honest 
demonstration 	proof 
haste 	hurry 
unfair 	unfairness 
- wow 	qow 
drooling 	smudgling 
calculate 	derive 
manifest 	profess 
drill-down 	drilldown 
aaron 	harun 
framers 	ironworkers 
constant 	sustained 
flyer 	volante 
penchant 	propensity 
addresses 	covers 
13a 	thirteenth 
dummies 	suckers 
dough 	wheat 
'm 	have 
856 	862 
avid 	voracious 
banal 	unremarkable 
chohung 	hing 
nep 	nlb 
observe 	observing 
array 	parent 
contractor 	supplier 
called 	summoned 
downloaded 	offloaded 
- 	- oh 
ahead 	future 
cmp 	mpc 
meo 	omoe 
frightfully 	terribly 
cut 	remove 
complete 	thorough 
bartering 	haggling 
concomitantly 	simultaneously 
1,580 	580 
iscc 	nac 
responding 	response 
filed 	produced 
pledges 	undertakes 
acap 	paac 
offset 	set-off 
custom-built 	customized 
c.c. 	d.c. 
desire 	yearning 
1546 	1564 
3.14 	3/14 
affluence 	prosperity 
cleaner 	cleansing 
` agenzia 	agenzia 
compatable 	compatible 
ckp 	crank 
hr-mil 	mil 
handling 	management 
riot 	unrest 
04-05 	2004-2005 
encapsulated 	potted 
restricted 	restrictive 
cfa 	fsc 
co-op 	cooperatives 
roux 	ruddy 
breed 	breeding 
buzz 	chatter 
mishandling 	mismanagement 
penta - 	pentabde 
asis 	isaias 
chains 	padlock 
ors 	rhas 
city 	d.f. 
pew 	pio 
articles 	clauses 
hotfix 	revision 
dispatcher 	shipper 
hole 	port 
under-estimation 	undervaluation 
1,360 	1.36 
bor 	srb 
inclusion 	inscription 
promenade 	stroll 
20/39 	2001/39 
mayfly 	short-lived 
askar 	laskar 
injuries 	trauma 
towns 	townships 
gloss 	lustre 
dar-es-salaam 	darussalam 
gari 	garry 
crackdown 	deterrence 
gentleness 	kindness 
chambre 	house 
plrp 	popp 
eliminations 	finals 
launching 	start 
murder 	slaying 
cost - 	cost-effective 
gwitchin 	vuntut 
recession 	slowdown 
bassa 	low 
privy 	privé 
burdened 	overloaded 
µ 	µg 
strive 	try 
robbie 	roby 
2003/11/01 	2005/05/05 
parental 	parentale 
acceptable 	permissible 
grouse 	sage-grouse 
kingdom 	koninkrijk 
engineer 	machinist 
categorical 	outright 
probably 	surely 
self-assessment 	self-reported 
amy 	emmy 
clods 	lumps 
excuse 	pardon 
complicated 	cumbersome 
board 	boards 
prehistoric 	prehistory 
racket 	ruckus 
garc 	garcía 
author 	sponsor 
decontaminated 	disinfected 
2,150 	2150 
armory 	arsenal 
66.7 	667 
haas 	hess 
program 	programa 
cancellation 	nullification 
gunfight 	shootout 
mt. 	tm 
2000/203 	2002/203 
disbursements 	payments 
firefight 	shooting 
visitation 	visits 
balancing 	equilibrium 
gambling 	game 
elude 	escape 
high-strung 	nervous 
baré 	parry 
advocacy 	plea 
anti-dumping 	dumping 
safer 	safest 
montana 	montană 
clown 	clowning 
familiale 	family 
narrates 	tells 
150 	le150 
brls 	lbs 
hq 	héma-québec 
sources 	supplies 
latona 	mahbubani 
fig 	figure 
ideally 	theoretically 
anti-cult 	heretical 
two-level 	two-up 
traitement 	treatment 
vice-chairperson 	vicepresident 
landfill 	landﬁll 
flexible 	soft 
out-of-date 	outmoded 
chiffres 	figures 
schweizerische 	swiss 
docket 	file 
reject 	repudiate 
perspective 	vision 
678 	876 
dispersal 	dispersed 
details 	information 
parts 	spares 
227 	722 
estrada 	road 
break-up 	decay 
estudio 	study 
compulsory 	obligation 
identified 	specified 
inconceivable 	incredible 
astrid 	giovanna 
beast 	foxsnake 
getafe 	sunderland 
distance 	gap 
hole 	pit 
output 	result 
pin 	terminal 
jurisprudence 	jurisprudential 
mwtps 	wwtp 
raspberry 	strawberry 
jitter 	vibration 
6th 	vi 
shih 	sze 
ascertain 	determining 
piping 	plumbing 
kindly 	nicely 
biggest 	greater 
brook 	stream 
one-sixth 	sixth 
outside 	outwith 
famous 	much-vaunted 
al-nadha 	nahda 
earthquake 	quakes 
democracy 	democratisation 
capitalized 	uppercase 
contaminated 	contamination 
144 	441 
exculpatory 	gas-discharge 
lowering 	reduce 
puss 	pussy 
fierce 	heated 
al-akhdar 	green 
acquisition 	buying 
roving 	touring 
flourished 	thrived 
re-assessed 	revalued 
21.5 	5,21 
southerly 	southern 
acknowledgments 	appreciation 
esl 	sle 
handyman 	repairman 
contents 	sommaire 
impractical 	inconvenient 
index-linked 	indexed 
hi 	morning 
nfs 	snf 
abortively 	futilely 
12/11/2005 	9/12/2005 
hypothetical 	what-if 
decima 	tenth 
boost 	impulse 
rate 	type 
listed 	rated 
forward-looking 	visionary 
c.p. 	p.c 
ends 	extremes 
graft 	transplant 
big 	significant 
df 	te 
vc 	videoconference 
canoe 	lifeboat 
low - 	lower-income 
cancer 	rak 
planned 	prescribed 
1720 	1801 
awareness-raising 	public-awareness 
mild 	minor 
applying 	implementation 
editions 	versions 
concentrating 	concentration 
bookkeeping 	record-keeping 
invigorate 	revitalize 
shoot-out 	shootout 
organización 	organization 
linkage 	relationship 
rebated 	refunded 
magnificent 	superb 
confidence-building 	trust-building 
explanation 	statement 
deserving 	meritorious 
mush 	oatmeal 
heartbeat 	jiffy 
school 	schule 
axis 	osu 
madani 	medani 
dde 	edd 
12.55 	55 
expansionist 	expansive 
degree 	diplôme 
nrs 	rs 
adoption 	introduction 
147.1 	147.3 
bells 	ringtones 
1.45 	17.45 
duplicating 	reprographic 
brokering 	intermediary 
reserved 	restricted 
arrive 	happen 
double-click 	double-clicked 
song 	tune 
118 	118.0 
ping 	pinging 
valentin 	valentina 
instrumented 	reworked 
1,118 	681 
assign 	assigned 
interlayer 	mid-term 
bagpipes 	pipes 
man 	mate 
initialled 	initials 
port 	rico 
guardianship 	tutela 
maximisation 	maximizing 
unrealistic 	utopian 
discuss 	discussions 
copies 	prints 
representatives 	reps 
19.59 	1959 
clumsy 	heavy-handed 
britain 	britian 
ces 	these 
eri 	pira 
science 	scientists 
1m 	1mb 
planned 	scheme 
supercedes 	supersedes 
chief 	heads 
horizontal 	transverse 
position 	poste 
avid 	passionate 
control 	witness 
nuclei 	rings 
armes 	weapons 
diploma 	graduate 
jumped 	rose 
short 	short-lived 
'em 	monem 
fcp 	fcw 
boldness 	daring 
series 	variety 
gainsay 	refute 
faveur 	favor 
notre 	notre-dame 
office 	ofﬁce 
opal 	roa 
aberrant 	abnormal 
c. 2/50 	c. 2/53 
alfred 	unique 
compatibility 	support 
bloomberg 	blumberg 
invaluable 	irreplaceable 
